uid,sentence,sense_keys,glosses,target
d001.s050.t010,The secretary 's tone indicated that an appointment at such short notice was a concession for which Madden should [TGT] be [TGT] duly grateful .,"['be%2:42:03::', 'be%2:42:00::', 'be%2:40:00::', 'be%2:41:00::']","['have the quality of being; (copula, used with an adjective or a predicate noun)', 'have an existence, be extant', 'spend or use time', 'work in a specific place, with a specific subject, or in a specific function']",[0]
d001.s050.t011,The secretary 's tone indicated that an appointment at such short notice was a concession for which Madden should be [TGT] duly [TGT] grateful .,['duly%4:02:00::'],['at the proper time'],[0]
d001.s050.t012,The secretary 's tone indicated that an appointment at such short notice was a concession for which Madden should be duly [TGT] grateful [TGT] .,"['grateful%3:00:00::', 'grateful%5:00:00:pleasant:00']","['feeling or showing gratitude', 'affording comfort or pleasure']",[0]
d001.s051.t000,He [TGT] inferred [TGT] that Hohlbein and Garth were high-priced lawyers .,"['infer%2:31:00::', 'infer%2:32:00::', 'infer%2:32:01::', 'infer%2:31:01::']","['reason by deduction; establish by deduction', 'conclude by reasoning; in logic', 'draw from specific cases for more general cases', 'believe to be the case']",[0]
d001.s051.t001,He inferred that [TGT] Hohlbein [TGT] and Garth were high-priced lawyers .,"['person%1:10:00::', 'person%1:08:00::', 'person%1:03:00::']","['a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party', 'a human body (usually including the clothing)', 'a human being']",[2]
d001.s051.t002,He inferred that Hohlbein and [TGT] Garth [TGT] were high-priced lawyers .,"['person%1:10:00::', 'person%1:03:00::', 'person%1:08:00::']","['a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party', 'a human being', 'a human body (usually including the clothing)']",[1]
d001.s051.t003,He inferred that Hohlbein and Garth [TGT] were [TGT] high-priced lawyers .,"['be%2:42:07::', 'be%2:42:01::', 'be%2:42:09::', 'be%2:42:06::']","['be identical or equivalent to', 'have life, be alive', 'be priced at', 'be identical to; be someone or something']",[3]
d001.s051.t004,He inferred that Hohlbein and Garth were [TGT] high-priced [TGT] lawyers .,['high-priced%5:00:00:expensive:00'],['having a high price'],[0]
d001.s051.t005,He inferred that Hohlbein and Garth were high-priced [TGT] lawyers [TGT] .,['lawyer%1:18:00::'],['a professional person authorized to practice law; conducts lawsuits or gives legal advice'],[0]
d001.s052.t000,He [TGT] had [TGT] lunch with Pauling .,"['have%2:34:00::', 'have%2:40:03::', 'have%2:29:00::', 'have%2:35:00::']","['serve oneself to, or consume regularly', 'get something; come into possession of', 'cause to be born', 'have sex with; archaic use']",[0]
d001.s052.t001,He had [TGT] lunch [TGT] with Pauling .,"['lunch%2:34:01::', 'lunch%2:34:00::']","['provide a midday meal for', 'take the midday meal']",[1]
d001.s052.t002,He had lunch with [TGT] Pauling [TGT] .,"['person%1:08:00::', 'person%1:03:00::', 'person%1:10:00::']","['a human body (usually including the clothing)', 'a human being', 'a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party']",[1]
d001.s053.t000,[TGT] Promptly [TGT] at one-thirty he entered Hohlbein and Garth 's elegant suite of offices in Medfield 's newest professional building .,"['promptly%4:02:02::', 'promptly%4:02:00::', 'promptly%4:02:01::']","['with little or no delay', 'in a punctual manner', 'at once (usually modifies an undesirable occurrence)']",[1]
d001.s053.t001,Promptly at one-thirty he [TGT] entered [TGT] Hohlbein and Garth 's elegant suite of offices in Medfield 's newest professional building .,"['enter%2:38:00::', 'enter%2:32:04::', 'enter%2:41:00::', 'enter%2:36:00::']","['to come or go into', 'make a record of; set down in permanent form', 'take on duties or office', 'come on stage']",[0]
d001.s053.t002,Promptly at one-thirty he entered [TGT] Hohlbein [TGT] and Garth 's elegant suite of offices in Medfield 's newest professional building .,"['person%1:03:00::', 'person%1:10:00::', 'person%1:08:00::']","['a human being', 'a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party', 'a human body (usually including the clothing)']",[0]
d001.s053.t003,Promptly at one-thirty he entered Hohlbein and [TGT] Garth [TGT] 's elegant suite of offices in Medfield 's newest professional building .,"['person%1:10:00::', 'person%1:08:00::', 'person%1:03:00::']","['a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party', 'a human body (usually including the clothing)', 'a human being']",[2]
d001.s053.t004,Promptly at one-thirty he entered Hohlbein and Garth 's [TGT] elegant [TGT] suite of offices in Medfield 's newest professional building .,"['elegant%5:00:00:gracious:00', 'elegant%5:00:00:graceful:00', 'elegant%3:00:00::']","['suggesting taste, ease, and wealth', 'displaying effortless beauty and simplicity in movement or execution', 'refined and tasteful in appearance or behavior or style']",[2]
d001.s053.t005,Promptly at one-thirty he entered Hohlbein and Garth 's elegant [TGT] suite [TGT] of offices in Medfield 's newest professional building .,"['suite%1:14:00::', 'suite%1:14:01::', 'suite%1:06:00::', 'suite%1:10:00::']","['the group following and attending to some important person', 'a matching set of furniture', 'apartment consisting of a series of connected rooms used as a living unit (as in a hotel)', 'a musical composition of several movements only loosely connected']",[2]
d001.s053.t006,Promptly at one-thirty he entered Hohlbein and Garth 's elegant suite of [TGT] offices [TGT] in Medfield 's newest professional building .,"['office%1:14:00::', 'office%1:06:00::', 'office%1:14:01::', 'office%1:26:00::']","['professional or clerical workers in an office', 'place of business where professional or clerical duties are performed', 'an administrative unit of government', '(of a government or government official) holding an office means being in power']",[1]
d001.s053.t007,Promptly at one-thirty he entered Hohlbein and Garth 's elegant suite of offices in [TGT] Medfield [TGT] 's newest professional building .,"['person%1:10:00::', 'person%1:08:00::', 'person%1:03:00::']","['a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party', 'a human body (usually including the clothing)', 'a human being']",[2]
d001.s053.t008,Promptly at one-thirty he entered Hohlbein and Garth 's elegant suite of offices in Medfield 's [TGT] newest [TGT] professional building .,"['new%5:00:02:late:01', 'new%5:00:00:inexperienced:00', 'new%5:00:00:early:02', 'new%3:00:00::']","['in use after medieval times', 'lacking training or experience', '(of crops) harvested at an early stage of development; before complete maturity', 'not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered']",[3]
d001.s053.t009,Promptly at one-thirty he entered Hohlbein and Garth 's elegant suite of offices in Medfield 's newest [TGT] professional [TGT] building .,"['professional%3:01:00::', 'professional%3:01:01::', 'professional%5:00:00:white-collar:00', 'professional%3:00:02::']","['of or relating to a profession', 'of or relating to or suitable as a profession', 'engaged in by members of a profession', 'characteristic of or befitting a profession or one engaged in a profession']",[1]
d001.s053.t010,Promptly at one-thirty he entered Hohlbein and Garth 's elegant suite of offices in Medfield 's newest professional [TGT] building [TGT] .,"['building%1:06:00::', 'building%1:04:00::', 'building%1:14:00::', 'building%1:04:01::']","['a structure that has a roof and walls and stands more or less permanently in one place', 'the act of constructing something', 'the occupants of a building', 'the commercial activity involved in repairing old structures or constructing new ones']",[0]
d001.s054.t000,"He [TGT] disliked [TGT] Garth on sight , conservative clothes and haircut , smile a shade too earnestly boyish for a man who must be well into his thirties , handclasp too consciously quick and firm .",['dislike%2:37:00::'],['have or feel a dislike or distaste for'],[0]
d001.s054.t001,"He disliked [TGT] Garth [TGT] on sight , conservative clothes and haircut , smile a shade too earnestly boyish for a man who must be well into his thirties , handclasp too consciously quick and firm .","['person%1:08:00::', 'person%1:03:00::', 'person%1:10:00::']","['a human body (usually including the clothing)', 'a human being', 'a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party']",[1]
d001.s054.t002,"He disliked Garth on [TGT] sight [TGT] , conservative clothes and haircut , smile a shade too earnestly boyish for a man who must be well into his thirties , handclasp too consciously quick and firm .","['sight%1:04:00::', 'sight%1:09:03::', 'sight%1:09:02::', 'sight%1:09:00::']","['the act of looking or seeing or observing', 'a range of mental vision', 'the range of vision', 'the ability to see; the visual faculty']",[0]
d001.s054.t003,"He disliked Garth on sight , [TGT] conservative [TGT] clothes and haircut , smile a shade too earnestly boyish for a man who must be well into his thirties , handclasp too consciously quick and firm .","['conservative%3:00:00::', 'conservative%5:00:00:middle-class:00', 'conservative%5:00:00:conventional:01', 'conservative%5:00:00:moderate:00']","['resistant to change', 'conforming to the standards and conventions of the middle class', 'unimaginatively conventional; - Newsweek', 'avoiding excess']",[0]
d001.s054.t004,"He disliked Garth on sight , conservative [TGT] clothes [TGT] and haircut , smile a shade too earnestly boyish for a man who must be well into his thirties , handclasp too consciously quick and firm .",['clothes%1:06:00::'],['clothing in general'],[0]
