id,sentence,sense_keys,glosses,target
d000.s035.t002,"In patients who had not [TGT] received [TGT] chemotherapy in the past , the average survival time was 10.3 months in both groups .","['receive%2:40:00::', 'receive%2:31:08::', 'receive%2:42:00::', 'receive%2:41:00::', 'receive%2:34:00::', 'receive%2:35:00::', 'receive%2:39:00::', 'receive%2:32:00::', 'receive%2:30:00::', 'receive%2:31:00::', 'receive%2:30:01::', 'receive%2:39:03::', 'receive%2:39:15::']","['get something; come into possession of', 'regard favorably or with disapproval', 'experience as a reaction', 'have or give a reception', 'partake of the Holy Eucharist sacrament', ""express willingness to have in one's home or environs"", 'register (perceptual input)', 'bid welcome to; greet upon arrival', 'convert into sounds or pictures', 'accept as true or valid', 'receive a specified treatment (abstract)', 'go through (mental or physical states or experiences)', 'receive as a retribution or punishment']",[11]
d000.s035.t003,"In patients who had not received [TGT] chemotherapy [TGT] in the past , the average survival time was 10.3 months in both groups .",['chemotherapy%1:04:00::'],['the use of chemical agents to treat or control disease (or mental illness)'],[0]
d000.s035.t004,"In patients who had not received chemotherapy in the [TGT] past [TGT] , the average survival time was 10.3 months in both groups .","['past%1:10:00::', 'past%1:28:01::', 'past%1:28:00::']","['a verb tense that expresses actions or states in the past', ""a earlier period in someone's life (especially one that they have reason to keep secret)"", 'the time that has elapsed']","[1, 2]"
d000.s035.t005,"In patients who had not received chemotherapy in the past , the [TGT] average [TGT] survival time was 10.3 months in both groups .","['average%5:00:00:common:01', 'average%5:00:00:ordinary:00', 'average%5:00:02:normal:01', 'average%5:00:03:normal:01', 'average%5:00:00:moderate:00', 'average%5:00:01:normal:01']","['lacking special distinction, rank, or status; commonly encountered', 'lacking exceptional quality or ability', 'approximating the statistical norm or average or expected value', 'relating to or constituting the most frequent value in a distribution', 'around the middle of a scale of evaluation', 'relating to or constituting the middle value of an ordered set of values (or the average of the middle two in a set with an even number of values)']","[2, 5]"
d000.s035.t006,"In patients who had not received chemotherapy in the past , the average [TGT] survival [TGT] time was 10.3 months in both groups .","['survival%1:26:00::', 'survival%1:22:00::', 'survival%1:04:00::']","['a state of surviving; remaining alive', 'a natural process resulting in the evolution of organisms best adapted to the environment', 'something that survives']",[0]
d000.s035.t007,"In patients who had not received chemotherapy in the past , the average survival [TGT] time [TGT] was 10.3 months in both groups .","['time%1:28:05::', 'time%1:11:00::', 'time%1:03:00::', 'time%1:11:01::', 'time%1:28:01::', 'time%1:28:00::', 'time%1:07:01::', 'time%1:28:06::', 'time%1:28:03::', 'time%1:28:04::']","['a period of time considered as a resource under your control and sufficient to accomplish something', 'an instance or single occasion for some event', 'the continuum of experience in which events pass from the future through the present to the past', ""a person's experience on a particular occasion"", 'the period of time a prisoner is imprisoned', 'an indefinite period (usually marked by specific attributes or activities)', 'rhythm as given by division into parts of equal duration', 'a suitable moment', 'a reading of a point in time as given by a clock', 'the fourth coordinate that is required (along with three spatial dimensions) to specify a physical event']",[5]
d000.s035.t008,"In patients who had not received chemotherapy in the past , the average survival time was 10.3 [TGT] months [TGT] in both groups .","['month%1:28:01::', 'month%1:28:00::']","['one of the twelve divisions of the calendar year', 'a time unit of approximately 30 days']",[1]
d000.s035.t009,"In patients who had not received chemotherapy in the past , the average survival time was 10.3 months in both [TGT] groups [TGT] .","['group%1:27:00::', 'group%1:09:00::', 'group%1:03:00::']","['(chemistry) two or more atoms bound together as a single unit and forming part of a molecule', 'a set that is closed, associative, has an identity element and every element has an inverse', 'any number of entities (members) considered as a unit']",[2]
d000.s036.t000,"[TGT] However [TGT] , in both studies , patients whose cancer was not affecting squamous cells had longer survival times if they received Alimta than if they received the comparator .","['however%4:02:00::', 'however%4:02:02::', 'however%4:02:04::', 'however%4:02:01::']","['despite anything to the contrary (usually following a concession)', 'to whatever degree or extent', 'by contrast; on the other hand', 'in whatever way or manner']",[2]
d000.s036.t001,"However , in both [TGT] studies [TGT] , patients whose cancer was not affecting squamous cells had longer survival times if they received Alimta than if they received the comparator .","['study%1:09:02::', 'study%1:06:00::', 'study%1:09:03::', 'study%1:06:01::', 'study%1:09:04::', 'study%1:10:00::', 'study%1:09:01::', 'study%1:18:00::', 'study%1:04:00::', 'study%1:10:01::']","['a branch of knowledge', 'a room used for reading and writing and studying', 'applying the mind to learning and understanding a subject (especially by reading)', 'preliminary drawing for later elaboration', 'a state of deep mental absorption', 'a written document describing the findings of some individual or group', 'attentive consideration and meditation', 'someone who memorizes quickly and easily (as the lines for a part in a play)', 'a detailed critical inspection', ""a composition intended to develop one aspect of the performer's technique""]",[8]
d000.s036.t002,"However , in both studies , [TGT] patients [TGT] whose cancer was not affecting squamous cells had longer survival times if they received Alimta than if they received the comparator .","['patient%1:18:00::', 'patient%1:10:00::']","['a person who requires medical care', 'the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause']",[0]
d000.s036.t003,"However , in both studies , patients whose [TGT] cancer [TGT] was not affecting squamous cells had longer survival times if they received Alimta than if they received the comparator .","['cancer%1:26:00::', 'cancer%1:17:00::', 'cancer%1:05:00::', 'cancer%1:15:00::', 'cancer%1:18:00::']","['any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream', 'a small zodiacal constellation in the northern hemisphere; between Leo and Gemini', 'type genus of the family Cancridae', 'the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22', '(astrology) a person who is born while the sun is in Cancer']",[0]
d000.s036.t004,"However , in both studies , patients whose cancer was [TGT] not [TGT] affecting squamous cells had longer survival times if they received Alimta than if they received the comparator .",['not%4:02:00::'],['negation of a word or group of words'],[0]
d000.s036.t005,"However , in both studies , patients whose cancer was not [TGT] affecting [TGT] squamous cells had longer survival times if they received Alimta than if they received the comparator .","['affect%2:32:00::', 'affect%2:42:00::', 'affect%2:30:00::', 'affect%2:29:00::', 'affect%2:37:00::']","['make believe with the intent to deceive', 'connect closely and often incriminatingly', 'have an effect upon', 'act physically on; have an effect upon', 'have an emotional or cognitive impact upon']",[3]
d000.s036.t006,"However , in both studies , patients whose cancer was not affecting [TGT] squamous cells [TGT] had longer survival times if they received Alimta than if they received the comparator .",['squamous_cell%1:08:00::'],['an epithelial cell that is flat like a plate and form a single layer of epithelial tissue'],[0]
d000.s036.t007,"However , in both studies , patients whose cancer was not affecting squamous cells [TGT] had [TGT] longer survival times if they received Alimta than if they received the comparator .","['have%2:40:00::', 'have%2:40:03::', 'have%2:29:00::', 'have%2:40:01::', 'have%2:34:00::', 'have%2:29:05::', 'have%2:40:04::', 'have%2:32:00::', 'have%2:42:00::', 'have%2:41:00::', 'have%2:30:01::', 'have%2:30:00::', 'have%2:40:02::', 'have%2:35:00::', 'have%2:29:02::', 'have%2:36:00::', 'have%2:42:12::', 'have%2:40:05::', 'have%2:39:06::']","['have or possess, either in a concrete or an abstract sense', 'get something; come into possession of', 'cause to be born', 'have left', 'serve oneself to, or consume regularly', 'undergo (as of injuries and illnesses)', 'have ownership or possession of', 'cause to do; cause to act in a specified manner', 'have as a feature', 'have a personal or business relationship with someone', 'undergo', 'cause to move; cause to be in a certain position or condition', 'achieve a point or goal', 'have sex with; archaic use', 'suffer from; be ill with', 'organize or be responsible for', 'be confronted with', 'receive willingly something given or offered', 'go through (mental or physical states or experiences)']","[5, 8]"
