id,sentence,sense_keys,glosses,target
d000.s119.t000,"To [TGT] break [TGT] the uncomfortable silence , Haney began to talk .","['break%2:38:01::', 'break%2:32:13::', 'break%2:31:05::', 'break%2:35:09::', 'break%2:30:09::', 'break%2:41:00::', 'break%2:30:11::', 'break%2:29:10::', 'break%2:38:15::', 'break%2:41:06::', 'break%2:30:02::', 'break%2:38:09::', 'break%2:38:11::', 'break%2:35:05::', 'break%2:37:00::', 'break%2:41:11::', 'break%2:30:10::', 'break%2:38:08::', 'break%2:30:00::', 'break%2:41:13::', 'break%2:30:06::', 'break%2:31:06::', 'break%2:30:04::', 'break%2:35:11::', 'break%2:35:13::', 'break%2:30:03::', 'break%2:42:14::', 'break%2:41:10::', 'break%2:40:07::', 'break%2:30:14::', 'break%2:30:07::', 'break%2:30:15::', 'break%2:29:04::', 'break%2:30:12::', 'break%2:35:04::', 'break%2:32:07::', 'break%2:32:05::', 'break%2:38:02::', 'break%2:29:11::', 'break%2:30:05::', 'break%2:38:10::', 'break%2:42:05::', 'break%2:30:08::', 'break%2:35:10::', 'break%2:42:03::', 'break%2:42:04::', 'break%2:41:01::', 'break%2:41:09::', 'break%2:42:00::', 'break%2:38:00::', 'break%2:33:00::', 'break%2:32:04::', 'break%2:35:00::', 'break%2:30:01::', 'break%2:32:00::', 'break%2:42:15::', 'break%2:35:14::', 'break%2:35:01::', 'break%2:41:15::']","['curl over and fall apart in surf or foam, of waves', 'interrupt the flow of current in', 'find the solution or key to', 'pierce or penetrate', 'lessen in force or effect', 'act in disregard of laws, rules, contracts, or promises', 'make submissive, obedient, or useful', 'weaken or destroy in spirit or body', 'change directions suddenly', 'assign to a lower position; reduce in rank', 'prevent completion', 'emerge from the surface of a body of water', 'break down, literally or metaphorically', 'break a piece from a whole', 'force out or release suddenly and often violently something pent up', ""enter someone's (virtual or real) property in an unauthorized manner, usually with the intent to steal or commit a violent act"", 'destroy the integrity of; usually by force; cause to separate into pieces or fragments', 'scatter or part', 'become separated into pieces or fragments', 'discontinue an association or relation; go different ways', 'render inoperable or ineffective', 'find a flaw in', 'come into being', 'exchange for smaller units of money', 'become punctured or penetrated', 'terminate', 'come forth or begin from a state of latency', 'invalidate by judicial action', 'reduce to bankruptcy', 'change suddenly from one tone quality or register to another', 'crack; of the male voice in puberty', 'become fractured; break or crack on the surface only', 'fracture a bone of', 'be broken in', 'separate from a clinch, in boxing', 'undergo breaking', 'be released or become known; of news', 'move away or escape suddenly', 'diminish or discontinue abruptly', 'stop operating or functioning', ""make a rupture in the ranks of the enemy or one's own by quitting or fleeing"", 'vary or interrupt a uniformity or continuity', 'fall sharply', 'destroy the completeness of a set of related items', 'give up', 'cause to give up a habit', 'interrupt a continued activity', 'cause the failure or ruin of', 'fail to agree with; be in violation of; as of rules or patterns', 'do a break dance', 'surpass in excellence', 'cease an action temporarily', 'go to pieces', 'happen', 'make known to the public information that was previously known only to a few people or that was meant to be kept a secret', 'come to an end', 'make the opening shot that scatters the balls', 'ruin completely', 'happen or take place']",[10]
d000.s119.t001,"To break the [TGT] uncomfortable [TGT] silence , Haney began to talk .","['uncomfortable%3:00:00::', 'uncomfortable%3:00:01::']","['providing or experiencing physical discomfort', 'conducive to or feeling mental discomfort']",[1]
d000.s119.t002,"To break the uncomfortable [TGT] silence [TGT] , Haney began to talk .","['silence%1:07:01::', 'silence%1:07:00::', 'silence%1:07:02::', 'silence%1:26:00::']","['a refusal to speak when expected', 'the absence of sound', 'the trait of keeping things secret', 'the state of being silent (as when no one is speaking)']",[3]
d000.s119.t003,"To break the uncomfortable silence , Haney [TGT] began [TGT] to talk .","['begin%2:32:03::', 'begin%2:42:03::', 'begin%2:42:04::', 'begin%2:42:00::', 'begin%2:32:04::', 'begin%2:30:01::', 'begin%2:41:04::', 'begin%2:30:00::', 'begin%2:42:02::', 'begin%2:41:00::']","['begin to speak or say;  he began', 'have a beginning characterized in some specified way', 'have a beginning, of a temporal event', 'have a beginning, in a temporal, spatial, or evaluative sense', 'begin to speak, understand, read, and write a language', 'set in motion, cause to start', 'begin an event that is implied and limited by the nature or inherent function of the direct object', 'take the first step or steps in carrying out an action', 'be the first item or point, constitute the beginning or start, come first in a series', 'achieve or accomplish in the least degree, usually used in the negative']",[7]
d000.s119.t004,"To break the uncomfortable silence , Haney began to [TGT] talk [TGT] .","['talk%2:32:02::', 'talk%2:32:06::', 'talk%2:32:01::', 'talk%2:32:05::', 'talk%2:32:03::', 'talk%2:32:00::']","['reveal information', 'divulge confidential information or secrets', 'exchange thoughts; talk with', 'deliver a lecture or talk', 'use language', 'express in speech']",[2]
d000.s120.t000,"In time , and two [TGT] drinks [TGT] later , he was complaining bitterly about his wife , He was on the subject for ten minutes or so when he noticed the renewed interest in his listener -- it showed in the alert face and the suddenly bright eyes .","['drink%1:04:00::', 'drink%1:04:01::', 'drink%1:13:04::', 'drink%1:13:00::', 'drink%1:17:00::']","['the act of drinking alcoholic beverages to excess', 'the act of swallowing', 'a single serving of a beverage', 'any liquid suitable for drinking', 'any large deep body of water']",[2]
d000.s120.t001,"In time , and two drinks later , he was [TGT] complaining [TGT] bitterly about his wife , He was on the subject for ten minutes or so when he noticed the renewed interest in his listener -- it showed in the alert face and the suddenly bright eyes .","['complain%2:32:00::', 'complain%2:32:01::']","['express complaints, discontent, displeasure, or unhappiness', 'make a formal accusation; bring a formal charge']",[0]
d000.s120.t002,"In time , and two drinks later , he was complaining bitterly about his [TGT] wife [TGT] , He was on the subject for ten minutes or so when he noticed the renewed interest in his listener -- it showed in the alert face and the suddenly bright eyes .",['wife%1:18:00::'],"[""a married woman; a man's partner in marriage""]",[0]
d000.s120.t003,"In time , and two drinks later , he was complaining bitterly about his wife , He was on the [TGT] subject [TGT] for ten minutes or so when he noticed the renewed interest in his listener -- it showed in the alert face and the suddenly bright eyes .","['subject%1:09:00::', 'subject%1:18:00::', 'subject%1:10:02::', 'subject%1:18:01::', 'subject%1:09:01::', 'subject%1:10:01::', 'subject%1:06:00::', 'subject%1:10:00::']","['a branch of knowledge', 'a person who owes allegiance to that nation', '(logic) the first term of a proposition', 'a person who is subjected to experimental or other observational procedures; someone who is an object of investigation', 'some situation or event that is thought about', '(grammar) one of the two main constituents of a sentence; the grammatical constituent about which something is predicated', 'something (a person or object or scene) selected by an artist or photographer for graphic representation', 'the subject matter of a conversation or discussion']",[7]
d000.s120.t004,"In time , and two drinks later , he was complaining bitterly about his wife , He was on the subject for ten [TGT] minutes [TGT] or so when he noticed the renewed interest in his listener -- it showed in the alert face and the suddenly bright eyes .","['minute%1:23:00::', 'minute%1:28:02::', 'minute%1:28:01::', 'minute%1:28:00::', 'minute%1:07:00::', 'minute%1:10:00::']","['a unit of angular distance equal to a 60th of a degree', 'a particular point in time', 'an indefinitely short time', 'a unit of time equal to 60 seconds or 1/60th of an hour', 'distance measured by the time taken to cover it', 'a short note']",[3]
d000.s120.t005,"In time , and two drinks later , he was complaining bitterly about his wife , He was on the subject for ten minutes or so when he [TGT] noticed [TGT] the renewed interest in his listener -- it showed in the alert face and the suddenly bright eyes .","['notice%2:32:01::', 'notice%2:39:00::', 'notice%2:32:00::', 'notice%2:39:04::']","['express recognition of the presence or existence of, or acquaintance with', 'notice or perceive', 'make or write a comment on', 'discover or determine the existence, presence, or fact of']",[1]
d000.s120.t006,"In time , and two drinks later , he was complaining bitterly about his wife , He was on the subject for ten minutes or so when he noticed the [TGT] renewed [TGT] interest in his listener -- it showed in the alert face and the suddenly bright eyes .",['renewed%5:00:00:revived:00'],['restored to a new condition'],[0]
d000.s120.t007,"In time , and two drinks later , he was complaining bitterly about his wife , He was on the subject for ten minutes or so when he noticed the renewed [TGT] interest [TGT] in his listener -- it showed in the alert face and the suddenly bright eyes .","['interest%1:21:00::', 'interest%1:09:00::', 'interest%1:04:01::', 'interest%1:21:03::', 'interest%1:07:02::', 'interest%1:07:01::', 'interest%1:14:00::']","['a fixed charge for borrowing money; usually a percentage of the amount borrowed', 'a sense of concern with and curiosity about someone or something', ""a diversion that occupies one's time and thoughts (usually pleasantly)"", '(law) a right or legal share of something; a financial involvement with something', ""the power of attracting or holding one's attention (because it is unusual or exciting etc.)"", 'a reason for wanting something done', '(usually plural) a social group whose members control some field of activity and who have common aims']",[1]
d000.s120.t008,"In time , and two drinks later , he was complaining bitterly about his wife , He was on the subject for ten minutes or so when he noticed the renewed interest in his [TGT] listener [TGT] -- it showed in the alert face and the suddenly bright eyes .",['listener%1:18:00::'],['someone who listens attentively'],[0]
d000.s120.t009,"In time , and two drinks later , he was complaining bitterly about his wife , He was on the subject for ten minutes or so when he noticed the renewed interest in his listener -- it [TGT] showed [TGT] in the alert face and the suddenly bright eyes .","['show%2:32:04::', 'show%2:36:00::', 'show%2:33:00::', 'show%2:39:01::', 'show%2:31:00::', 'show%2:32:00::', 'show%2:32:02::', 'show%2:32:01::', 'show%2:32:03::', 'show%2:39:02::', 'show%2:38:00::', 'show%2:39:00::']","['indicate a certain reading; of gauges and instruments', 'show in, or as in, a picture', 'finish third or better in a horse or dog race', 'be or become visible or noticeable', 'establish the validity of something, as by an example, explanation or experiment', 'provide evidence for', 'give expression to', 'indicate a place, direction, person, or thing; either spatially or figuratively', 'give evidence of, as of records', 'give an exhibition of to an interested audience', 'take (someone) to their seats, as in theaters or auditoriums', 'make visible or noticeable']",[6]
d000.s120.t010,"In time , and two drinks later , he was complaining bitterly about his wife , He was on the subject for ten minutes or so when he noticed the renewed interest in his listener -- it showed in the [TGT] alert [TGT] face and the suddenly bright eyes .","['alert%5:00:00:aware:00', 'alert%5:00:00:energetic:00', 'alert%3:00:00::']","['mentally perceptive and responsive', 'quick and energetic', 'engaged in or accustomed to close observation']",[2]
d000.s120.t011,"In time , and two drinks later , he was complaining bitterly about his wife , He was on the subject for ten minutes or so when he noticed the renewed interest in his listener -- it showed in the alert [TGT] face [TGT] and the suddenly bright eyes .","['face%1:18:00::', 'face%1:07:00::', 'face%1:08:00::', 'face%1:06:02::', 'face%1:10:01::', 'face%1:06:01::', 'face%1:15:00::', 'face%1:07:01::', 'face%1:07:03::', 'face%1:07:02::', 'face%1:10:00::', 'face%1:08:01::', 'face%1:06:00::']","['a part of a person that is used to refer to a person', 'the general outward appearance of something', 'the front of the human head from the forehead to the chin and ear to ear', 'the striking or working surface of an implement', 'a contorted facial expression', 'the side upon which the use of a thing depends (usually the most prominent surface of an object)', 'a surface forming part of the outside of an object', 'status in the eyes of others', ""the feelings expressed on a person's face"", 'impudent aggressiveness', 'a specific size and style of type within a type family', 'the part of an animal corresponding to the human face', 'a vertical surface of a building or cliff']",[8]
